Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,-238376258.640059,277627586.221436,-577708206.772323,-2246921171.24519,-5150161881.41159,-5095040596.60647,-3232893168.37268,-4192816422.8282,-2708462935.14897,-3554897942.49064,-3896837603.93392,-3791935256.04003,-3136733353.20761,..,..,..,..
Afghanistan,AFG,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,..,..,..,..,..,..,..,..,3042274496.10726,4265888740.23846,5162440806.75156,6344641959.56008,7152304397.72645,7288702710.90529,7528549879.63682,6976966153.82054,7281910524.1067,8097280955.90196,8206682106.31946,8497655795.34729,9748946326.71795,..,..,..,..
Afghanistan,AFG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,979344507.8,2023034713.1,2143951791.1,2480214113.7,2435844906,2485331046.1,2580623924.1,2587774666.5,2529865267.8,2596917266.2,2596050086.4,2751986638.9,2678760424.2,2661685956.5,3040072312.4,3555784339.6,3393247241.7,3428116975.5,..
Afghanistan,AFG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2079570874.83738,2045190335.08092,2664599570.76697,2890629761.30015,..
Afghanistan,AFG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7241822542.17594,5286118076.13403,7901784705.74946,8701650584.05282,..
Afghanistan,AFG,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.7098945514103,51.4117163747271,72.8854696086536,67.5846651516385,..
Afghanistan,AFG,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,0.0311999345890245,0.0320284738990674,0.0248422283213092,0.0244176672526338,0.0213278974614844,0.0271932430418441,0.0287047995628904,0.0359853944738386,0.066051216203498,0.0863406702353227,0.0966728646726975,0.140999288457186,0.107066143441007,0.0861522278486309,0.07907467140649,0.083130600806585,0.0733172103889419,0.0765361700831013,0.0743792074787976,0.0654167381940772,0.0651897107942923,0.0924685426083421,0.102715267697685,0.105878661774861,..
Afghanistan,AFG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,1.0161,0.9447,0.9423,1.008,0.8929,1.2663,1.4083,2.0096,3.8334,6.0828,7.7889,11.4087,9.7678,8.3,7.8257,8.3465,7.5276,8.0661,7.932,7.2491,7.0541,7.9308,8.2599,8.7073,..
Afghanistan,AFG,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,..,..,..,..,4.53,..,9.48,9.48,6.01,..,..,..,6.2,6.2,..,..,..,..,6.41,..,..,..,..,..,..
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,3584570164.85195,4059064033.13379,4515003116.68036,5801712040.48463,7406645793.44038,8256658249.8128,9150528132.17633,11116937869.8568,13258506375.4518,12335540656.1006,12086545641.299,12973755874.5365,12246499747.9714,12796985886.1478,13296322588.1684,11470171826.9575,11988668784.6628,13258268435.6048,15379508329.7568,15585111614.0376,15241455556.3737,18032009220.4405,19017244116.7203,23547180412.3404,27177735527.5667
Albania,ALB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,63.7995818553206,66.2022392166487,68.7866961270961,72.1830341253093,74.4173636157932,76.756826036651,78.817568989599,82.8763331120776,85.7758769277498,87.9806086794488,91.6119589378363,93.1645909075552,93.3758321059382,93.7050414741455,95.0575992887506,95.7910411872871,94.9631525332784,97.5509641404516,98.968659840257,99.9589727673273,100,103.444391100408,113.645645591184,120.539449655875,123.780604126821
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.46285871776054,8.8637306604876,4.62839587394552,5.33326426009945,5.26626173860785,5.13082193056189,6.0189812403864,6.50009261158209,6.90706230713707,2.69075152362146,2.97315442681247,2.46351683915714,0.984129880204108,1.7072283175406,2.24022695382642,2.2277040745779,3.90893551362245,3.28317593330073,3.67141928098908,2.06257790176122,-3.31375636888916,8.96957619074095,4.82669611912765,3.93661689192599,3.96171911223713
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,1160.42047054038,1326.41652388077,1479.83884572006,1908.69900687608,2446.90949947798,2741.72136549578,3057.77257038113,3743.05529896187,4498.50486763601,4213.65007574693,4149.14469936847,4465.70914328865,4222.3470988913,4420.23461988353,4602.23051443229,3981.72662261867,4168.37544462548,4614.0479692596,5365.48880180298,5460.4305086932,5370.77749956875,6413.28280828537,6846.42669381643,8575.17134637222,10011.6279856667
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,3.32087090389265,2.2669220945083,3.62604695579816,3.42912324722166,2.03159268395297,1.93762080205226,1.62586504402611,1.89617402592365,1.27543168367414,1.98666133171195,2.02805963071135,1.41109078954247,1.62088661717011,2.04147163139547,6.72520271530052,4.75976421930108,2.21448953273292
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.91957346525058,3.76594531101591,3.90388141100428,4.93749255224851,3.09536654638973,3.14370505375079,2.68476832531357,5.14956776072877,3.49863912505761,2.57034008938903,4.12744389120799,1.69479180198789,0.226739790649205,0.352563785277709,1.44342053888136,0.771576290611591,-0.864265221201691,2.72506918540461,1.45328722509015,1.00063285556122,0.0410440719196288,3.44439110040804,9.86158300344633,6.0660520944985,2.68887445578932
Albania,ALB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,49.79,..,50.3,47.425,..,40.948,46.245,47.473,47.426,51.857,49.371,44.102,43.775,45.955,48.477,50.152,52,53.392,52.457,52.836,55.457,57.066,..
Albania,ALB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,143000000,207300000,135000000,178036400.666666,341285112.537562,262479012.637464,325138316.803696,652275603.722802,1247181714.30558,1345415233.65619,1089898207.57431,1048706682.05458,917994575.801856,1254150555.51293,1149927985.77736,989578334.828615,1044389554.85795,1022757857.07376,1204383363.60476,1201022154.46643,1069744879.65452,1218586452.37157,1441381891.41694,1620982550.54309,1710279512.48091
Albania,ALB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,34.0401392244169,38.2280453184166,38.5753358181086,36.7221284326025,36.3319472329288,38.3843892451909,37.3389564722485,35.6688758642439,33.3056707670518,32.4404588015772,32.4926226328977,33.8376091539876,29.7150278852687,29.0566378899977,28.3047822758213,27.8134648405134,26.814346013014,27.657593194662,27.1252994132038,25.2875256073276,26.2183527297829,28.79440672883,26.9055628314758,22.9107217576367,..
Albania,ALB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,9.73155830514379,10.5939074940139,11.2361484858024,11.0505142453075,11.1885774385069,11.0832938282823,10.554951865021,10.3858870895021,10.7049766567384,11.5158448272289,11.6894266755022,11.8730326134018,11.7429129944326,11.7676839794264,12.2746384670784,11.6995817212428,12.1050326390236,11.851016747215,11.8666140811981,12.6759912713341,13.6673333207542,12.8352254087666,12.0411716018624,12.0464694929138,12.8229406224379
Albania,ALB,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-156300000,-217400000,-407520000,-406814698.259077,-357925427.326321,-571475353.650417,-670904254.719467,-1150813004.28052,-2013166061.36355,-1852457561.90292,-1355598479.39826,-1667175109.43641,-1256644799.54906,-1184891052.23519,-1425385680.43297,-979825099.400475,-900363040.501945,-982237928.301343,-1016226360.01795,-1218856026.94155,-1314583005.68534,-1369694859.41271,-1116775476.01529,-281700033.312899,-646106646.804466
Albania,ALB,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,646305676.491804,770581227.384293,866478231.283188,1038294231.23302,1387912853.56431,1439592137.1131,1812802559.88129,2161936583.38148,2363791896.73249,2368942443.29456,2540673823.18045,2471402724.94026,2599863597.31882,2773278107.16848,2665215805.2185,3138517990.16501,3108607051.81759,3588583656.8278,3893560031.06681,3763661058.67744,4817386149.20461,5634561133.54085,5266463583.50313,6455445543.45668,6515581527.60071
Albania,ALB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1122051223.3,1154309753.2,1180426821.7,1550382967.9,1603744698.8,2126166749.1,2517100832.6,2966604307.7,4256899002.8,4605163641.8,5436572731.8,6484194296.1,7384475899.5,8647046116.3,8512452310,8446920542.7,8516067178,9801181001.7,9650813200.5,9274269395.1,10477224919.8,11054752381.6,10420193315.8,11363954732.5,..
Albania,ALB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,69.1921886031503,64.0504160397904,70.4662619818776,72.9442880579616,79.2842872907886,79.8771647108445,74.5233409273812,63.6337689521087,74.8082518103115,83.4542198469267,81.9201392916816,..,..,..
Albania,ALB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,700083432.864841,836717868.578588,910729673.560494,1169850275.75683,1596261949.37986,1853023798.25729,2242665599.57462,3016116393.24477,3259293797.96584,3040047669.92651,3337086751.10777,3769456501.7368,3565050489.31975,3694413300.33386,3732057495.25976,3104897798.78826,3437126544.898,4110301305.54485,4785182304.44356,4821429218.47484,3435540416.01473,5613909458.07573,7073859853.81833,9104536340.60311,9813761313.74708
Albania,ALB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1508343757.29126,1771127114.7153,2068787029.4532,2591005999.50156,3220867773.24765,3853672281.63853,4364190390.71407,5867639979.53994,6717539640.57092,6004538202.0617,5792187320.18798,6700234560.7276,5860879317.95047,5999382665.71175,6243003573.18923,5070977325.18894,5436220772.90211,6070375896.83265,6856194783.87124,6926959712.72243,5636282433.50207,8016544325.73416,9033376427.47253,10320399920.5127,11675880655.2622
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,61.6092610436407,64.2474462587009,65.9914650336802,64.8232150960777,65.0379383187697,69.1162926602322,72.2019089483674,79.9119008919954,75.2485472798728,73.3213575646169,75.5325329687378,80.6989985298954,76.9683583166821,75.7506185619748,75.0212023084129,71.2794476606014,74.0144504546815,76.7873817898989,75.6940783717425,75.382128932689,59.5207118897718,75.5903217283122,84.6980571024438,82.4936825596994,79.0707597666191
Albania,ALB,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,0.158985604164131,0.155383934691397,0.172997885612629,0.172634190429286,0.171895328139738,0.153671304919103,0.14446480713641,0.139246529050975,0.128721837112679,0.127739680655395,0.132243954040743,0.141280078581461,0.127133522505957,0.131518474912122,0.137443020979991,0.128318900870664,0.115031233619057,0.131317456972175,0.125815657482007,0.115092181174908,0.109599858545499,0.111130666084222,0.0969613187974917,0.0929407542999457,..
Albania,ALB,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,3.2325,3.4393,4.0064,4.2112,4.414,4.1485,4.1347,4.2444,4.1946,4.2746,4.5569,4.9882,4.5329,4.7693,5.0958,4.8635,4.5303,5.3415,5.3056,4.9535,4.5608,5.0393,4.609,4.5918,..
Albania,ALB,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,12.05,11.6,8.66,8.44,7.49,7.36,6.72,5.99,1.43,4.72,4.82,0.89,0.7,0.74,0.67,0.66,0.75,0.63,0.77,0.77,0.76,0.78,0.15,..,..
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531,218331946925.304,227143746075.934,229701430292.157,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225638456572.143,247626161016.414,263619794506.723
Algeria,DZA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,92.5802803061275,100,101.372855941978,110.438085305212,123.079384924921,138.293957976259,153.203683701065,164.074275263114,188.878830861548,174.951381516901,202.16842469251,236.352494025935,255.266476001059,257.545375105847,261.280722215468,248.251319397203,250.378059216532,262.741746047584,278.938929619091,281.40194036449,268.144014603634,310.866326775622,382.21407378459,385.481396537692,392.035022279248
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.80000000158476,2.99999999863043,5.40000000000001,6.50000000062043,4.49999999976698,5.39999999969525,2.89999999905852,3.10000000128674,2.49999999929371,1.19999999969519,4.80000000093564,2.99999999941909,2.40000000034432,2.60000000061164,4.09999999866501,3.20000000089023,3.90000000017621,1.49999999895587,1.40000000088281,0.899999999219148,-4.99999999908597,3.79999999900707,3.60000000094915,4.10000000005964,3.29999999939609
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1772.92869122761,1896.30020878013,1937.46411413019,2283.77299346126,2816.99384960555,3233.13339634212,3660.66104745322,4167.45169937531,5180.91881514686,4235.42990456612,4912.78585503672,5916.31364364343,6033.64884689543,5979.60138960585,6094.69392314956,4685.05902729002,4424.98529027556,4554.66753957828,4577.21029180491,4468.45341883656,3743.5419522929,4160.55926736925,4961.55257664733,5364.02795022731,5631.17999109851
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,2.31149918514424,3.678995747417,4.85859062814938,5.73706036145628,3.91106195534029,4.5242115050527,8.8914509106232,3.25423910998842,2.91692692067458,4.78444700693894,6.39769480268751,5.5911159096167,4.26999020467083,1.95176821052892,2.41513094083414,7.22606307415475,9.26551551551555,9.32217375928319,4.04611455313438
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,22.6780091895684,8.01436296081451,1.37285594197843,8.94246223902604,11.4465037896783,12.3615933412553,10.7811837501722,7.09551578619987,15.1178821656575,-7.37374817554633,15.5569181218379,16.9087083630482,8.00244653777544,0.892752993063837,1.45036466218247,-4.98674479608955,0.856688224051865,4.93800729574315,6.16467836389162,0.882992828847023,-4.7113839171413,15.9325995902386,22.9512626050573,0.854841037314543,1.70011466193156
Algeria,DZA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,20.2,..,..,..,..,..,..,..,37.22,37.55,36.15,..,..,36.43,37.034,37.599,36.91,..,..,..,..,..,..,..
Algeria,DZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,280100000,1113105540,1064960000,637853030,884749030,1155999999.99994,1841000000.00007,1686736539.70384,2638607033.75183,2746930734.16533,2300369124.15827,2571237024.68517,1500402452.86349,1691886707.50796,1502206170.55838,-537792920.921856,1638263953.77736,1230243450.87888,1466116068.03411,1381200049.59264,1143918159.62918,869194073.014935,241796029.580125,1214378660.66465,1226414841.37248
Algeria,DZA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.5639069007647,29.4025185679593,32.422149775997,32.0808213874135,32.8514476424712,31.175075513314,30.3621197641824,33.5715459915764,35.5369334164485,46.0669131037696,43.2868274827225,39.7538222142123,40.2823786992933,44.5820108403061,46.8984793363791,51.779612559441,51.6415142855742,48.2675922575805,46.4568594962626,44.6295617875004,42.9493576825015,39.1458051112848,35.0891197613498,37.724946210066,..
Algeria,DZA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,13.5839456347184,15.1061980679688,15.8283010861494,15.1191333175551,13.9668642251548,12.4253615606667,11.9514452302174,12.3881656291708,13.7657607144016,16.3715688126633,16.9633056770368,20.1129065782839,19.7502925593678,18.535080427414,18.9932826125176,20.5244656437501,20.0218426111777,18.8290421977276,17.4037117605062,18.2610260787535,19.8031597171656,18.4286289389909,16.5359089102657,17.9279465789317,..
Algeria,DZA,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,..,..,..,..,..,21179999999.9992,28923000000.0014,30353590751.3885,33954307486.7352,431665235.507938,12220267767.3085,17673868500.0271,12092476753.3479,1187894322.86364,-9264322928.81106,-27037635153.4304,-26204046336.6022,-22067518023.9626,-16905642520.7904,-16954294028.7879,-18187037296.1337,-4512873533.10143,19451837762.9352,6462906982.69582,-2753772227.94833
Algeria,DZA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,13556106802.2149,19625060612.8963,25151012703.1373,35454600266.1696,45691652467.4963,59167068864.0544,81462730475.3241,114972269711.741,148098646076.638,155111906771.678,170461132878.607,191369111470.407,200586904241.375,201436604411.914,186350590140.833,150595236894.628,120788088861.403,104852543743.412,87382910154.0942,71795950714.9485,59434389109.5108,56211005199.3665,71852290093.8578,81216738411.6242,83007108429.3211
Algeria,DZA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,25461612754.1,22747999963,23038017583.3,23769718848.8,22415754059.3,17082006705.4,5899284213,6130383257.9,6240543720.9,7414292616.4,7252969908.9,6053727067.1,5515694091.7,5245606715.5,5521188948.6,4671396332.7,5463001796.7,5706818288.8,5710491550,5492379098.5,5177878073.5,7378779146.5,7129257355.9,7315265959.9,..
Algeria,DZA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,23050166016.935,20272584009.2694,20384692132.0902,26210435496.6198,35288382278.2491,47497958003.0151,56328445411.2984,63718503039.2943,82340143196.0212,48982402223.6056,62203842893.358,78573489718.6418,78098361757.7117,70746581763.019,65994736570.1917,38489004322.7411,33417246978.2851,38609773040.5942,45570702426.4208,39481135535.1468,25613416650.3651,43660727771.3446,69516903679.1619,58488151164.9929,..
Algeria,DZA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,11390170995.9549,12125335043.2942,14427027969.9656,16239633128.6366,21108011867.7891,24052494566.1837,24802903072.5546,32522138069.9759,45783784537.0594,47648700297.2177,50674049706.3808,57272844071.9893,59908816252.9784,65124130006.4005,70019891158.5134,61266393934.4274,56532525719.5141,55990439549.8232,56446212848.1077,50490845023.6565,40978554435.8274,43564492197.796,46015346669.8381,49682172277.5965,..
Algeria,DZA,Trade (% of GDP),NE.TRD.GNFS.ZS,62.8583436360347,54.5296491177208,56.5896052814114,57.7691353044878,61.3579975707176,66.8404602203906,65.9152919677621,67.5454733939763,71.0284922505261,64.2847547238993,63.4912159928425,62.2200899610479,60.7576393340605,59.151008157244,56.9235419669867,53.2046225904145,49.7609327925216,49.8208161712587,52.4361676779223,46.5068426081672,40.3897565625388,46.8370592599607,51.2023757404409,43.682914195572,..
Algeria,DZA,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,0.246186100183538,0.233264493786484,0.231277536643255,0.233671908294117,0.22388614802691,0.222913615299978,0.225399366457759,0.225690657413636,0.229870487016236,0.231905499603059,0.226105071603427,0.230957329736729,0.25349426162838,0.256658904931747,0.262300111403448,0.270319669423142,0.254062742749851,0.25895453312192,0.268081837743066,0.276044969816543,0.274967235742114,0.276996933801156,0.277638928041013,0.257720587629447,..
Algeria,DZA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,87.9362,85.8203,89.6841,96.5024,96.6218,101.397,105.501,108.9121,113.7024,116.0855,118.6147,124.795,140.2599,145.7032,155.0108,164.8621,160.9903,166.5514,174.8357,181.6493,171.8931,179.7421,186.6444,180.3576,..
Algeria,DZA,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,..,17.29,13.05,12.49,..,10.55,10.1,9.95,9.6,9.48,..,..,..,..,7.66,7.66,8.36,9.25,10.03,10.04,10.26,10.42,9.95,..,..
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,512000000,524000000,509000000,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000,647000000,721000000,750000000,871000000,..,..
American Samoa,ASM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,70.6206896551724,71.5846994535519,69.2517006802721,68.3060109289617,70.2279202279202,72.4475524475524,80.4597701149425,101.19940029985,85.6502242152466,85.2017937219731,100,102.24358974359,101.259842519685,102.748091603053,104.192546583851,102.170283806344,103.90243902439,105.718954248366,112.83255086072,118.296529968454,135.038759689922,..,..
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,0.965517241379317,0.409836065573771,-0.408163265306129,-4.09836065573771,1.85185185185186,-2.65734265734265,-4.16666666666666,0.299850074962521,0,-4.33482810164425,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,4.41176470588236,-0.782472613458523,1.73501577287065,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,8972.69636535698,9197.66196836987,8958.42866697173,8831.26975996609,8745.16621137404,9231.37240924563,10030.8089130902,12156.0293905777,10375.1720141957,10383.459331451,11745.4899153958,11813.5022034589,12026.3344929488,12727.4102651386,12843.3342903627,11863.6839452565,12552.0546868861,12886.1359517218,14489.2586563775,15236.1604875571,18017.4589383973,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,1.36505293715847,-3.25907462221531,-1.36558343263874,2.81367521367521,3.16061220726536,11.0593351972663,25.776397515528,-15.3648895532304,-0.52356020942409,17.3684210526316,2.24358974358974,-0.962160294226521,1.4697327650683,1.40582171236608,-1.94089005769675,1.69536107125778,1.74828930007058,6.72878072142282,4.8425556863277,14.1527648578811,..,..
American Samoa,ASM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,49.25,..,..,..,..,53.95,..,..,..,..,47.79,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
